STK,EXP,NIFTY,SYMBOL,OI,CHNGOI,OICHNGPER,TTV,IV,LTP,CHNG,PCHNG,TBQ,TSQ,BQ,BP,AQ,AP,SPOT
10350,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE10350.00,2,2,0.0,552,125.62,1.5,-101.35,-98.54156538648516,22800,13425,150,0.75,75,1.5,13392.95
10400,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE10400.00,0,0,0.0,0,0.0,0.0,0.0,0.0,8100,8100,1725,2503.35,1725,3179.45,13392.95
10400,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE10400.00,274,86,45.744680851063826,2742,121.63,0.95,0.29999999999999993,46.15384615384614,85500,36750,525,0.8,75,1.15,13392.95
10450,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE10450.00,1,0,0.0,0,0.0,0.0,0.0,0.0,8100,8100,1725,2445.85,1725,3124.75,13392.95
10450,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE10450.00,24,-44,-64.70588235294117,378,120.68,0.7,-0.30000000000000004,-30.000000000000004,12825,13125,1125,0.75,75,1.2,13392.95
10500,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE10500.00,0,0,0.0,0,0.0,0.0,0.0,0.0,8100,8100,1725,2395.5,1725,3066.85,13392.95
10500,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE10500.00,1280,309,31.822863027806388,1678,117.33,0.85,-0.2500000000000001,-22.72727272727273,147075,29850,3000,0.8,975,0.9,13392.95
10550,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE10550.00,1,0,0.0,0,0.0,0.0,0.0,0.0,8100,8100,1725,2340.05,1725,2988.35,13392.95
10550,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE10550.00,4,2,100.0,2,0.0,1.15,0.1499999999999999,14.999999999999993,18000,18150,150,0.7,75,1.55,13392.95
10600,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE10600.00,0,0,0.0,0,0.0,0.0,0.0,0.0,8100,8100,1725,2286.45,1725,2934.85,13392.95
10600,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE10600.00,62,44,244.44444444444446,72,118.55,1.05,0.25,31.25,29100,9150,900,0.7,75,0.95,13392.95
10650,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE10650.00,0,0,0.0,0,0.0,0.0,0.0,0.0,8100,8175,1725,2658.55,75,2813.85,13392.95
10650,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE10650.00,0,0,0.0,0,0.0,0.0,0.0,0.0,20700,11550,3000,0.55,150,2.0,13392.95
10700,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE10700.00,0,0,0.0,0,0.0,0.0,0.0,0.0,8100,8100,1725,2494.7,1725,2827.7,13392.95
10700,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE10700.00,10,4,66.66666666666667,12,113.29,0.95,-0.45,-32.14285714285714,38475,24225,3675,0.4,75,1.0,13392.95
10750,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE10750.00,14,0,0.0,14,215.7,2650.0,-188.55000000000015,-6.6424759119973285,8925,7275,1725,2596.8,75,2675.1,13392.95
10750,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE10750.00,72,19,35.849056603773576,99,107.27,1.0,-1.65,-62.26415094339622,17175,23550,75,1.05,75,1.6,13392.95
10800,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE10800.00,1,1,0.0,1,207.38,2593.35,1243.6,92.13558066308576,8100,8100,1725,2495.25,1725,2676.65,13392.95
10800,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE10800.00,229,56,32.369942196531795,270,109.34,1.0,0.0,0.0,34725,7725,1950,0.75,150,1.05,13392.95
10850,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE10850.00,0,0,0.0,0,0.0,0.0,0.0,0.0,8100,8100,1725,2368.7,1725,2663.65,13392.95
10850,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE10850.00,0,0,0.0,0,0.0,0.0,0.0,0.0,50775,3450,75,0.35,75,1.4,13392.95
10900,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE10900.00,0,0,0.0,0,0.0,0.0,0.0,0.0,8100,8100,1725,2320.6,1725,2609.1,13392.95
10900,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE10900.00,44,43,4300.0,66,104.6,1.4,-0.10000000000000007,-6.666666666666673,211350,6825,900,0.55,150,1.3,13392.95
10950,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE10950.00,1,0,0.0,0,0.0,0.0,0.0,0.0,8100,8100,1725,2271.9,1725,2556.35,13392.95
10950,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE10950.00,41,-94,-69.62962962962963,975,98.35,1.1,-0.5499999999999998,-33.33333333333333,196050,3750,75,0.75,150,1.6,13392.95
11000,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE11000.00,0,0,0.0,0,0.0,0.0,0.0,0.0,8250,8250,1725,2240.7,1725,2518.7,13392.95
11000,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE11000.00,2480,865,53.56037151702785,4122,97.74,0.75,-0.75,-50.0,460875,34500,4875,0.7,4350,0.75,13392.95
11050,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE11050.00,0,0,0.0,0,0.0,0.0,0.0,0.0,8100,8175,1725,2236.8,1725,2406.05,13392.95
11050,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE11050.00,83,17,25.75757575757576,53,99.62,1.6,-0.2,-11.111111111111107,184725,7650,900,0.65,75,1.95,13392.95
11100,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE11100.00,0,0,0.0,0,0.0,0.0,0.0,0.0,8100,8100,1725,2130.6,1725,2390.5,13392.95
11100,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE11100.00,178,55,44.71544715447155,581,93.56,0.75,-1.0,-57.14285714285714,240600,18225,1125,0.65,225,0.8,13392.95
11150,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE11150.00,0,0,0.0,0,0.0,0.0,0.0,0.0,8100,8100,1725,2083.75,1725,2339.8,13392.95
11150,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE11150.00,11,10,1000.0,11,94.61,1.5,-0.05000000000000005,-3.2258064516129057,231825,9450,75,0.6,75,2.7,13392.95
11200,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE11200.00,1,0,0.0,0,0.0,0.0,0.0,0.0,8100,8100,1725,2034.35,1725,2283.1,13392.95
11200,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE11200.00,452,152,50.66666666666666,678,89.39,0.7,-1.05,-60.0,465375,14100,3000,0.65,300,0.95,13392.95
11250,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE11250.00,0,0,0.0,0,0.0,0.0,0.0,0.0,8100,8100,1725,1988.1,1725,2229.25,13392.95
11250,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE11250.00,13,12,1200.0,17,88.91,1.3,0.0,0.0,391125,4350,75,0.7,75,2.75,13392.95
11300,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE11300.00,0,0,0.0,0,0.0,0.0,0.0,0.0,8100,8100,1725,1939.3,1725,2171.35,13392.95
11300,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE11300.00,349,214,158.5185185185185,1506,84.83,0.9,-0.9,-50.0,619875,16125,6000,0.85,75,0.95,13392.95
11350,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE11350.00,0,0,0.0,0,0.0,0.0,0.0,0.0,8100,8100,1725,1894.1,1725,2120.25,13392.95
11350,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE11350.00,40,30,300.0,65,83.19,1.1,-1.0499999999999998,-48.83720930232558,396525,7950,375,1.05,150,2.45,13392.95
11400,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE11400.00,1,1,0.0,2,0.0,1825.0,889.6,95.10369895231987,8100,6375,1725,1843.35,4875,2196.4,13392.95
11400,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE11400.00,305,259,563.0434782608696,1232,81.9,1.0,-0.6499999999999999,-39.39393939393939,501525,26925,675,0.95,4050,1.0,13392.95
11450,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE11450.00,0,0,0.0,0,0.0,0.0,0.0,0.0,8100,8175,1725,1859.3,1725,2016.6,13392.95
11450,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE11450.00,52,5,10.638297872340424,308,80.88,1.4,0.049999999999999815,3.7037037037036895,335700,9000,75,0.6,75,1.4,13392.95
11500,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE11500.00,10,0,0.0,0,0.0,0.0,0.0,0.0,8850,7200,1725,1764.5,750,1911.65,13392.95
11500,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE11500.00,3427,348,11.302370899642739,12357,78.8,1.0,-0.3999999999999999,-28.57142857142857,742650,44475,8700,0.95,4575,1.05,13392.95
11550,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE11550.00,0,0,0.0,0,0.0,0.0,0.0,0.0,8100,8100,1725,1703.9,1725,1978.1,13392.95
11550,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE11550.00,33,26,371.4285714285714,135,78.23,0.6,-0.7500000000000001,-55.555555555555564,276150,375,63450,0.55,75,3.2,13392.95
11600,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE11600.00,1,0,0.0,0,0.0,0.0,0.0,0.0,8400,8400,1725,1667.45,2025,1840.5,13392.95
11600,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE11600.00,490,236,92.91338582677166,2044,76.39,1.4,-0.8500000000000001,-37.77777777777778,504975,15600,450,1.2,600,1.45,13392.95
11650,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE11650.00,0,0,0.0,0,0.0,0.0,0.0,0.0,8100,8100,1725,1568.1,1725,1863.35,13392.95
11650,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE11650.00,0,0,0.0,0,0.0,0.0,0.0,0.0,381300,0,525,1.1,0,0.0,13392.95
11700,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE11700.00,0,0,0.0,0,0.0,0.0,0.0,0.0,8400,8400,1725,1572.7,1725,1811.75,13392.95
11700,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE11700.00,695,498,252.79187817258884,4241,73.86,1.5,-0.8500000000000001,-36.17021276595745,619575,17775,750,1.45,750,1.5,13392.95
11750,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE11750.00,1,0,0.0,0,0.0,0.0,0.0,0.0,12975,11250,1725,1611.8,4875,1669.8,13392.95
11750,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE11750.00,0,0,0.0,0,0.0,0.0,0.0,0.0,417825,0,525,1.25,0,0.0,13392.95
11800,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE11800.00,7,0,0.0,0,0.0,0.0,0.0,0.0,11550,11625,300,1575.85,300,1611.75,13392.95
11800,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE11800.00,890,589,195.68106312292358,5066,69.78,1.7,-0.6500000000000001,-27.659574468085108,620475,27000,75,1.6,525,1.7,13392.95
11850,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE11850.00,0,0,0.0,0,0.0,0.0,0.0,0.0,11250,11250,4875,1524.25,4875,1575.8,13392.95
11850,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE11850.00,0,0,0.0,0,0.0,0.0,0.0,0.0,395625,1725,1500,1.6,1500,2.95,13392.95
11900,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE11900.00,14,0,0.0,0,0.0,0.0,0.0,0.0,13575,11850,1725,1466.95,600,1519.5,13392.95
11900,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE11900.00,816,457,127.29805013927576,6053,67.01,2.05,-0.6500000000000004,-24.07407407407409,439200,21900,1050,1.9,975,2.1,13392.95
11950,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE11950.00,0,0,0.0,0,0.0,0.0,0.0,0.0,12975,11250,1725,1417.05,4875,1469.8,13392.95
11950,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE11950.00,0,0,0.0,0,0.0,0.0,0.0,0.0,411225,0,300,1.15,0,0.0,13392.95
12000,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE12000.00,100,-2,-1.96078431372549,34,0.0,1317.6,9.949999999999818,0.7609069705196205,18300,15675,1725,1371.35,75,1399.8,13392.95
12000,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE12000.00,14521,5034,53.062084958364075,62262,64.69,2.45,-0.6999999999999997,-22.222222222222207,887850,96300,3675,2.35,4950,2.45,13392.95
12050,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE12050.00,0,0,0.0,0,0.0,0.0,0.0,0.0,12975,11250,1725,1317.6,4875,1368.35,13392.95
12050,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE12050.00,89,88,8800.0,461,64.78,2.3,-0.5500000000000003,-19.298245614035093,370650,5850,600,2.2,75,2.95,13392.95
12100,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE12100.00,17,0,0.0,6,0.0,1164.3,-57.700000000000045,-4.721767594108024,15225,15225,75,1278.3,75,1320.35,13392.95
12100,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE12100.00,1221,461,60.657894736842096,12665,62.24,2.75,-1.3499999999999996,-32.92682926829268,180675,40050,2100,2.8,3450,2.9,13392.95
12150,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE12150.00,0,0,0.0,0,0.0,0.0,0.0,0.0,12975,11250,1725,1218.15,4875,1267.5,13392.95
12150,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE12150.00,261,251,2510.0,1643,60.73,3.15,-0.05000000000000026,-1.5625000000000084,244500,12900,1125,3.05,75,3.15,13392.95
12200,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE12200.00,4,1,33.333333333333336,25,0.0,1205.3,214.94999999999996,21.70444792245165,15225,15225,75,1179.25,75,1216.85,13392.95
12200,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE12200.00,7198,5197,259.72013993003503,29545,59.13,3.35,-1.1999999999999995,-26.37362637362637,137175,55725,8025,3.3,2325,3.4,13392.95
12250,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE12250.00,0,0,0.0,0,0.0,0.0,0.0,0.0,12975,11250,1725,1119.75,4875,1183.05,13392.95
12250,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE12250.00,239,201,528.9473684210526,1457,57.73,3.55,-1.7000000000000002,-32.38095238095238,22425,12075,75,3.5,150,3.75,13392.95
12300,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE12300.00,30,1,3.4482758620689653,5,68.74,1038.1,26.54999999999995,2.6246848895259705,57450,15225,1725,1072.5,975,1117.45,13392.95
12300,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE12300.00,3888,2346,152.1400778210117,28421,55.53,3.75,-2.1,-35.89743589743589,63825,49350,450,3.75,1800,3.85,13392.95
12350,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE12350.00,0,0,0.0,0,0.0,0.0,0.0,0.0,23325,11250,1725,1017.7,4875,1068.15,13392.95
12350,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE12350.00,421,373,777.0833333333335,2935,54.44,4.05,-1.6500000000000004,-28.94736842105264,19125,17475,600,3.9,225,4.25,13392.95
12400,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE12400.00,37,0,0.0,4,0.0,902.15,-8.0,-0.8789759929681921,25275,16050,225,984.95,150,1011.2,13392.95
12400,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE12400.00,3493,1797,105.95518867924528,37783,52.45,4.35,-2.95,-40.41095890410959,96075,44850,525,4.35,450,4.45,13392.95
12450,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE12450.00,2,1,100.0,1,0.0,936.4,86.39999999999998,10.16470588235294,22800,11850,1725,919.35,600,969.0,13392.95
12450,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE12450.00,1088,939,630.2013422818793,8251,50.54,4.6,-2.8000000000000007,-37.83783783783785,87825,33450,75,4.6,225,4.9,13392.95
12500,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE12500.00,96,0,0.0,33,0.0,899.65,60.0,7.145834573929613,30375,18750,75,882.5,75,909.8,13392.95
12500,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE12500.00,18654,3378,22.113118617439124,132416,49.13,5.25,-3.4499999999999997,-39.65517241379309,517875,231000,75,5.2,825,5.25,13392.95
12550,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE12550.00,4,1,33.333333333333336,31,0.0,838.55,94.04999999999997,12.632639355271987,26250,15900,75,830.75,1650,870.35,13392.95
12550,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE12550.00,774,568,275.72815533980577,10907,47.57,5.75,-3.65,-38.82978723404256,243300,29775,975,5.55,825,5.85,13392.95
12600,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE12600.00,46,0,0.0,32,48.57,797.0,83.29999999999995,11.671570687964124,32550,17175,75,795.25,750,819.35,13392.95
12600,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE12600.00,10287,3419,49.78159580663949,81430,45.97,6.15,-4.75,-43.57798165137615,346575,94950,675,6.15,375,6.25,13392.95
12650,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE12650.00,41,3,7.894736842105262,35,0.0,746.25,64.95000000000005,9.533245266402474,28125,16725,75,749.6,450,754.4,13392.95
12650,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE12650.00,1232,937,317.6271186440678,14594,44.54,6.8,-5.750000000000001,-45.81673306772909,251400,34050,1875,6.8,75,6.95,13392.95
12700,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE12700.00,95,10,11.764705882352944,70,0.0,707.7,72.95000000000005,11.49271366679796,29775,20325,225,701.1,75,705.9,13392.95
12700,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE12700.00,12364,2975,31.686015550111836,115424,43.13,7.8,-6.000000000000001,-43.47826086956522,298875,152325,1950,7.75,525,7.9,13392.95
12750,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE12750.00,13,2,18.181818181818183,51,36.71,632.6,39.5,6.659922441409543,25725,14775,75,652.75,225,656.5,13392.95
12750,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE12750.00,3356,2500,292.05607476635515,37726,41.79,9.0,-8.25,-47.82608695652174,276075,109800,900,8.95,1500,9.1,13392.95
12800,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE12800.00,260,47,22.06572769953052,290,46.84,610.0,99.35000000000002,19.45559580926271,37350,24600,225,603.9,225,608.3,13392.95
12800,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE12800.00,24237,8655,55.544859453215246,248818,40.44,10.55,-10.15,-49.033816425120776,449100,302625,450,10.5,675,10.65,13392.95
12850,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE12850.00,24,-1,-4.0,33,0.0,552.7,73.25000000000007,15.277922619668384,25875,19125,225,555.2,75,559.55,13392.95
12850,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE12850.00,3037,1612,113.12280701754385,54022,38.99,12.2,-13.25,-52.062868369351676,241350,105150,375,12.25,750,12.4,13392.95
12900,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE12900.00,181,77,74.03846153846153,820,0.0,498.0,41.39999999999998,9.067017082785805,41400,26325,150,507.35,150,511.75,13392.95
12900,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE12900.00,21402,8317,63.56132976690868,286033,37.52,14.2,-16.75,-54.11954765751212,352500,281550,750,14.15,450,14.25,13392.95
12950,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE12950.00,204,82,67.21311475409836,484,35.93,442.8,54.19999999999999,13.94750386001029,31050,26250,225,460.6,75,464.15,13392.95
12950,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE12950.00,4329,1991,85.15825491873395,80291,36.38,17.1,-19.8,-53.65853658536584,221325,93825,1125,16.95,375,17.15,13392.95
13000,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE13000.00,1431,101,7.593984962406014,10081,38.8,415.85,52.65000000000003,14.496145374449348,86700,41175,300,413.9,75,416.25,13392.95
13000,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE13000.00,45455,16610,57.58363667880049,753252,35.12,20.45,-24.000000000000004,-53.993250843644546,548400,752700,600,20.3,75,20.4,13392.95
13050,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE13050.00,260,213,453.1914893617021,1221,36.44,340.35,27.800000000000008,8.89457686770117,42300,30300,75,367.35,225,371.05,13392.95
13050,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE13050.00,3785,2245,145.77922077922082,90847,33.85,24.05,-30.45,-55.87155963302752,128550,97500,675,24.05,75,24.2,13392.95
13100,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE13100.00,1086,487,81.30217028380635,13568,35.08,325.85,40.85000000000002,14.333333333333346,70800,47925,75,322.3,75,324.55,13392.95
13100,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE13100.00,20806,9666,86.76840215439856,426027,32.58,28.9,-34.2,-54.19968304278922,219300,334200,675,28.8,225,28.95,13392.95
13150,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE13150.00,459,411,856.25,10757,33.79,284.85,45.50000000000003,19.009818257781504,85275,39300,75,278.9,225,280.6,13392.95
13150,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE13150.00,5947,2758,86.48479147068045,121219,31.27,34.75,-40.15000000000001,-53.60480640854473,124950,120300,300,34.8,1275,35.0,13392.95
13200,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE13200.00,6505,3924,152.03409531189462,128635,32.88,238.55,29.450000000000014,14.08417025346725,131175,87975,225,237.45,150,238.25,13392.95
13200,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE13200.00,32465,15234,88.41042307469097,608140,30.21,41.8,-47.75,-53.32216638749302,281550,424350,75,41.85,150,41.9,13392.95
13250,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE13250.00,8671,8187,1691.5289256198348,103215,31.37,195.35,22.599999999999994,13.082489146164976,96225,54975,150,195.2,75,196.2,13392.95
13250,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE13250.00,14203,9942,233.32551044355785,209948,28.81,51.1,-56.45,-52.487215248721526,208800,211950,525,51.05,75,51.3,13392.95
13300,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE13300.00,21079,15225,260.07857874957296,436734,30.16,159.75,10.949999999999989,7.358870967741928,243375,179400,75,159.35,225,159.75,13392.95
13300,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE13300.00,29990,14840,97.95379537953795,524594,27.83,63.7,-59.75,-48.40016200891049,443550,411525,225,63.75,3525,64.0,13392.95
13350,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE13350.00,7004,5015,252.13675213675214,189277,29.27,124.6,2.1499999999999915,1.7558187015108135,160125,136200,750,124.6,375,125.4,13392.95
13350,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE13350.00,5893,1990,50.98642070202408,114301,26.72,79.3,-64.75000000000001,-44.94967025338425,141675,131325,225,79.05,600,79.45,13392.95
13400,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE13400.00,29501,17647,148.8695798886452,593407,28.3,94.9,-3.299999999999997,-3.3604887983706693,358275,358125,150,94.6,525,94.9,13392.95
13400,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE13400.00,19509,3634,22.891338582677164,270219,25.62,98.8,-73.8,-42.757821552723065,195075,155775,225,98.3,150,98.8,13392.95
13450,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE13450.00,7821,4463,132.9064919594997,201549,27.58,69.35,-6.75,-8.869908015768727,171600,155550,75,69.1,225,69.45,13392.95
13450,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE13450.00,3604,-220,-5.753138075313808,28629,25.24,123.65,-78.15,-38.72646184340932,88050,53550,75,123.65,75,124.35,13392.95
13500,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE13500.00,45310,18387,68.29476655647589,758169,26.82,48.6,-10.15,-17.276595744680847,476700,557400,300,48.4,225,48.6,13392.95
13500,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE13500.00,10733,-6223,-36.70087284736966,71952,23.6,151.75,-78.15,-33.9930404523706,130350,89025,75,151.7,150,152.45,13392.95
13550,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE13550.00,11524,6703,139.03754407799212,224021,26.38,32.9,-12.300000000000004,-27.212389380530983,199650,189300,300,32.65,450,32.85,13392.95
13550,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE13550.00,2622,-489,-15.718418514946963,5564,21.34,186.2,-82.90000000000003,-30.806391675956906,57075,30825,450,185.55,150,187.15,13392.95
13600,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE13600.00,43341,12112,38.784463159243,541343,26.4,21.8,-13.95,-39.02097902097902,416325,620400,1050,21.75,1350,21.9,13392.95
13600,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE13600.00,7831,-3798,-32.65972998538137,27699,22.89,224.7,-74.40000000000003,-24.87462387161485,92850,53700,75,224.65,75,226.05,13392.95
13650,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE13650.00,15245,2975,24.246128769356154,141066,26.71,14.5,-13.95,-49.03339191564148,363300,270750,225,14.6,1275,14.65,13392.95
13650,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE13650.00,2628,-575,-17.951920074929756,4547,20.97,267.15,-87.35000000000002,-24.640338504936533,45750,26250,450,266.7,75,268.95,13392.95
13700,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE13700.00,51842,8014,18.28511453865109,391081,27.44,10.6,-11.8,-52.67857142857143,688875,784200,11700,10.5,2850,10.6,13392.95
13700,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020PE13700.00,7196,-3590,-33.283886519562394,16063,20.18,315.2,-77.55000000000003,-19.74538510502865,70875,51075,75,314.6,150,316.0,13392.95
13750,24-Dec-2020,NIFTY,OPTIDXNIFTY24-12-2020CE13750.00,25728,-2519,-8.917761178178212,126862,28.57,8.1,-10.250000000000002,-55.858310626702995,554025,430800,1950,8.05,75,8.15,13392.95
